date,gameweek,home,home_score,away_score,away
2016-05-14 16:00:00,1,Palmeiras,4,0,Atl Paranaense
2016-05-14 16:00:00,1,Flamengo,1,0,Sport Recife
2016-05-14 18:30:00,1,Atlético Mineiro,1,0,Santos
2016-05-14 21:00:00,1,Coritiba,1,0,Cruzeiro
2016-05-15 11:00:00,1,Santa Cruz,4,1,Vitória
2016-05-15 11:00:00,1,Botafogo (RJ),0,1,São Paulo
2016-05-15 16:00:00,1,América (MG),0,1,Fluminense
2016-05-15 16:00:00,1,Corinthians,0,0,Grêmio
2016-05-15 16:00:00,1,Figueirense,0,0,Ponte Preta
2016-05-15 18:30:00,1,Internacional,0,0,Chapecoense
2016-05-21 16:00:00,2,Ponte Preta,2,1,Palmeiras
2016-05-21 18:30:00,2,Fluminense,2,2,Santa Cruz
2016-05-21 21:00:00,2,Cruzeiro,2,2,Figueirense
2016-05-22 11:00:00,2,Atl Paranaense,1,1,Atlético Mineiro
2016-05-22 11:00:00,2,Santos,2,1,Coritiba
2016-05-22 16:00:00,2,São Paulo,1,2,Internacional
2016-05-22 16:00:00,2,Grêmio,1,0,Flamengo
2016-05-22 16:00:00,2,Vitória,3,2,Corinthians
2016-05-22 16:00:00,2,Chapecoense,3,1,América (MG)
2016-05-22 18:30:00,2,Sport Recife,1,1,Botafogo (RJ)
2016-05-25 19:30:00,3,Botafogo (RJ),2,1,Atl Paranaense
2016-05-25 19:30:00,3,Figueirense,2,2,Santos
2016-05-25 21:00:00,3,América (MG),1,1,Vitória
2016-05-25 21:00:00,3,Flamengo,2,2,Chapecoense
2016-05-25 21:45:00,3,Santa Cruz,4,1,Cruzeiro
2016-05-25 21:45:00,3,Coritiba,1,1,São Paulo
2016-05-25 21:45:00,3,Palmeiras,2,0,Fluminense
2016-05-26 11:00:00,3,Corinthians,3,0,Ponte Preta
2016-05-26 16:00:00,3,Internacional,1,0,Sport Recife
2016-05-26 21:00:00,3,Atlético Mineiro,0,3,Grêmio
2016-05-28 16:00:00,4,Cruzeiro,1,1,América (MG)
2016-05-28 18:30:00,4,Atl Paranaense,2,1,Figueirense
2016-05-28 21:00:00,4,Chapecoense,1,1,Santa Cruz
2016-05-29 11:00:00,4,Sport Recife,0,2,Corinthians
2016-05-29 11:00:00,4,Ponte Preta,1,2,Flamengo
2016-05-29 16:00:00,4,Vitória,1,1,Atlético Mineiro
2016-05-29 16:00:00,4,Fluminense,1,0,Botafogo (RJ)
2016-05-29 16:00:00,4,São Paulo,1,0,Palmeiras
2016-05-29 18:30:00,4,Santos,0,1,Internacional
2016-05-29 18:30:00,4,Grêmio,2,0,Coritiba
2016-06-01 19:30:00,5,Internacional,1,0,Atl Paranaense
2016-06-01 21:00:00,5,Santa Cruz,0,1,Sport Recife
2016-06-01 21:00:00,5,Coritiba,3,4,Chapecoense
2016-06-01 21:00:00,5,Corinthians,1,0,Santos
2016-06-01 21:45:00,5,Atlético Mineiro,1,1,Fluminense
2016-06-01 21:45:00,5,Figueirense,1,0,São Paulo
2016-06-01 21:45:00,5,Botafogo (RJ),0,1,Cruzeiro
2016-06-02 19:30:00,5,América (MG),1,2,Ponte Preta
2016-06-02 21:00:00,5,Flamengo,1,0,Vitória
2016-06-02 21:00:00,5,Palmeiras,4,3,Grêmio
2016-06-04 16:00:00,6,Atl Paranaense,1,0,Santa Cruz
2016-06-04 20:30:00,6,Chapecoense,0,0,Fluminense
2016-06-04 20:30:00,6,Corinthians,2,1,Coritiba
2016-06-05 11:00:00,6,Santos,3,0,Botafogo (RJ)
2016-06-05 11:00:00,6,América (MG),1,0,Figueirense
2016-06-05 16:00:00,6,Sport Recife,4,4,Atlético Mineiro
2016-06-05 16:00:00,6,Grêmio,1,0,Ponte Preta
2016-06-05 16:00:00,6,Vitória,1,0,Internacional
2016-06-05 16:00:00,6,Flamengo,1,2,Palmeiras
2016-06-05 18:30:00,6,Cruzeiro,0,1,São Paulo
2016-06-11 16:00:00,7,Ponte Preta,2,1,Chapecoense
2016-06-11 16:00:00,7,Internacional,3,1,América (MG)
2016-06-11 18:30:00,7,Fluminense,1,1,Grêmio
2016-06-11 21:00:00,7,São Paulo,1,2,Atl Paranaense
2016-06-12 11:00:00,7,Botafogo (RJ),1,1,Vitória
2016-06-12 11:00:00,7,Coritiba,3,2,Sport Recife
2016-06-12 16:00:00,7,Palmeiras,1,0,Corinthians
2016-06-12 16:00:00,7,Atlético Mineiro,2,3,Cruzeiro
2016-06-12 16:00:00,7,Figueirense,1,0,Flamengo
2016-06-12 19:00:00,7,Santa Cruz,0,2,Santos
2016-06-15 19:30:00,8,Ponte Preta,3,2,Atl Paranaense
2016-06-15 19:30:00,8,São Paulo,2,0,Vitória
2016-06-15 19:30:00,8,Chapecoense,3,3,Grêmio
2016-06-15 21:00:00,8,Santos,2,0,Sport Recife
2016-06-15 21:00:00,8,Botafogo (RJ),3,1,América (MG)
2016-06-15 21:00:00,8,Santa Cruz,1,0,Figueirense
2016-06-15 21:45:00,8,Coritiba,2,2,Palmeiras
2016-06-15 21:45:00,8,Cruzeiro,0,1,Flamengo
2016-06-16 19:30:00,8,Internacional,2,0,Atlético Mineiro
2016-06-16 20:00:00,8,Fluminense,1,0,Corinthians
2016-06-18 16:00:00,9,Palmeiras,3,1,Santa Cruz
2016-06-18 18:00:00,9,Atl Paranaense,1,0,Santos
2016-06-18 21:00:00,9,América (MG),2,1,Coritiba
2016-06-19 11:00:00,9,Vitória,1,2,Chapecoense
2016-06-19 11:00:00,9,Atlético Mineiro,3,0,Ponte Preta
2016-06-19 16:00:00,9,Flamengo,2,2,São Paulo
2016-06-19 16:00:00,9,Corinthians,3,1,Botafogo (RJ)
2016-06-19 16:00:00,9,Figueirense,3,2,Internacional
2016-06-19 16:00:00,9,Sport Recife,2,1,Fluminense
2016-06-19 19:00:00,9,Grêmio,2,0,Cruzeiro
2016-06-21 21:30:00,10,Palmeiras,2,0,América (MG)
2016-06-22 19:30:00,10,Ponte Preta,0,4,Cruzeiro
2016-06-22 21:00:00,10,Botafogo (RJ),0,0,Figueirense
2016-06-22 21:00:00,10,Santa Cruz,0,1,Flamengo
2016-06-22 21:45:00,10,Fluminense,2,4,Santos
2016-06-22 21:45:00,10,Atlético Mineiro,2,1,Corinthians
2016-06-23 15:00:00,10,Chapecoense,0,0,Atl Paranaense
2016-06-23 19:15:00,10,Grêmio,1,2,Vitória
2016-06-23 21:00:00,10,São Paulo,0,0,Sport Recife
2016-06-23 21:30:00,10,Coritiba,1,1,Internacional
2016-06-25 19:00:00,11,Cruzeiro,2,1,Palmeiras
2016-06-25 21:00:00,11,Corinthians,2,1,Santa Cruz
2016-06-26 11:00:00,11,América (MG),0,1,Atlético Mineiro
2016-06-26 16:00:00,11,Flamengo,1,2,Fluminense
2016-06-26 16:00:00,11,Internacional,2,3,Botafogo (RJ)
2016-06-26 16:00:00,11,Santos,3,0,São Paulo
2016-06-26 16:00:00,11,Atl Paranaense,2,0,Grêmio
2016-06-26 16:00:00,11,Vitória,1,1,Ponte Preta
2016-06-26 18:30:00,11,Figueirense,0,0,Coritiba
2016-06-26 18:30:00,11,Sport Recife,5,1,Chapecoense
2016-06-29 19:30:00,12,Grêmio,3,2,Santos
2016-06-29 19:30:00,12,Flamengo,1,0,Internacional
2016-06-29 19:30:00,12,Vitória,3,2,Sport Recife
2016-06-29 21:00:00,12,Coritiba,1,0,Atl Paranaense
2016-06-29 21:00:00,12,Chapecoense,3,2,Cruzeiro
2016-06-29 21:45:00,12,América (MG),0,2,Corinthians
2016-06-29 21:45:00,12,São Paulo,2,1,Fluminense
2016-06-30 19:30:00,12,Santa Cruz,0,3,Ponte Preta
2016-06-30 19:30:00,12,Palmeiras,4,0,Figueirense
2016-06-30 21:00:00,12,Atlético Mineiro,5,3,Botafogo (RJ)
2016-07-02 16:00:00,13,Fluminense,0,0,Coritiba
2016-07-02 18:30:00,13,Atl Paranaense,1,0,América (MG)
2016-07-03 11:00:00,13,Cruzeiro,2,2,Vitória
2016-07-03 11:00:00,13,Internacional,0,1,Grêmio
2016-07-03 16:00:00,13,Santos,3,0,Chapecoense
2016-07-03 16:00:00,13,Ponte Preta,1,0,São Paulo
2016-07-03 16:00:00,13,Botafogo (RJ),2,1,Santa Cruz
2016-07-03 16:00:00,13,Corinthians,4,0,Flamengo
2016-07-03 19:00:00,13,Figueirense,1,1,Atlético Mineiro
2016-07-04 20:00:00,13,Sport Recife,1,3,Palmeiras
2016-07-09 16:30:00,14,Chapecoense,0,2,Corinthians
2016-07-09 16:30:00,14,Coritiba,0,0,Botafogo (RJ)
2016-07-09 21:00:00,14,Ponte Preta,2,1,Sport Recife
2016-07-10 11:00:00,14,Flamengo,2,0,Atlético Mineiro
2016-07-10 11:00:00,14,Grêmio,2,1,Figueirense
2016-07-10 16:00:00,14,São Paulo,3,0,América (MG)
2016-07-10 16:00:00,14,Santa Cruz,1,0,Internacional
2016-07-10 19:30:00,14,Vitória,0,0,Fluminense
2016-07-11 20:00:00,14,Cruzeiro,0,3,Atl Paranaense
2016-07-12 20:30:00,14,Palmeiras,1,1,Santos
2016-07-16 16:00:00,15,Botafogo (RJ),3,3,Flamengo
2016-07-16 18:30:00,15,Santos,3,1,Ponte Preta
2016-07-17 11:00:00,15,América (MG),0,3,Santa Cruz
2016-07-17 16:00:00,15,Fluminense,2,0,Cruzeiro
2016-07-17 16:00:00,15,Internacional,0,1,Palmeiras
2016-07-17 16:00:00,15,Atl Paranaense,1,1,Vitória
2016-07-17 16:00:00,15,Figueirense,1,1,Chapecoense
2016-07-17 16:00:00,15,Corinthians,1,1,São Paulo
2016-07-17 18:30:00,15,Sport Recife,4,2,Grêmio
2016-07-18 20:00:00,15,Atlético Mineiro,2,1,Coritiba
2016-07-23 16:00:00,16,Corinthians,1,1,Figueirense
2016-07-23 18:30:00,16,Santa Cruz,0,1,Coritiba
2016-07-24 11:00:00,16,Palmeiras,0,1,Atlético Mineiro
2016-07-24 11:00:00,16,Ponte Preta,2,2,Internacional
2016-07-24 16:00:00,16,Grêmio,1,0,São Paulo
2016-07-24 16:00:00,16,Chapecoense,2,1,Botafogo (RJ)
2016-07-24 16:00:00,16,Cruzeiro,1,2,Sport Recife
2016-07-24 16:00:00,16,Atl Paranaense,1,0,Fluminense
2016-07-24 18:30:00,16,Vitória,2,3,Santos
2016-07-25 20:00:00,16,Flamengo,2,1,América (MG)
2016-07-30 18:30:00,17,Sport Recife,2,0,Atl Paranaense
2016-07-30 18:30:00,17,Figueirense,1,0,Vitória
2016-07-30 21:00:00,17,Atlético Mineiro,3,0,Santa Cruz
2016-07-31 11:00:00,17,São Paulo,2,2,Chapecoense
2016-07-31 11:00:00,17,Fluminense,3,0,Ponte Preta
2016-07-31 16:00:00,17,Internacional,0,1,Corinthians
2016-07-31 16:00:00,17,Coritiba,0,2,Flamengo
2016-07-31 16:00:00,17,Santos,2,0,Cruzeiro
2016-07-31 18:30:00,17,América (MG),0,0,Grêmio
2016-07-31 18:30:00,17,Botafogo (RJ),3,1,Palmeiras
2016-08-03 19:30:00,18,Vitória,3,1,Coritiba
2016-08-03 19:30:00,18,Sport Recife,1,1,América (MG)
2016-08-03 20:45:00,18,Santos,0,0,Flamengo
2016-08-03 21:45:00,18,Atl Paranaense,2,0,Corinthians
2016-08-04 19:15:00,18,Ponte Preta,2,0,Botafogo (RJ)
2016-08-04 19:30:00,18,São Paulo,1,2,Atlético Mineiro
2016-08-04 19:30:00,18,Grêmio,0,0,Santa Cruz
2016-08-04 21:00:00,18,Cruzeiro,4,2,Internacional
2016-08-04 21:30:00,18,Chapecoense,1,1,Palmeiras
2016-08-06 18:30:00,19,Flamengo,1,0,Atl Paranaense
2016-08-07 11:00:00,19,América (MG),1,0,Santos
2016-08-07 16:00:00,19,Palmeiras,2,1,Vitória
2016-08-07 16:00:00,19,Coritiba,3,1,Ponte Preta
2016-08-07 16:15:00,19,Santa Cruz,1,2,São Paulo
2016-08-07 16:15:00,19,Internacional,2,2,Fluminense
2016-08-07 18:30:00,19,Figueirense,1,1,Sport Recife
2016-08-08 20:00:00,19,Atlético Mineiro,3,1,Chapecoense
2016-08-08 21:00:00,19,Corinthians,1,1,Cruzeiro
2016-08-13 16:00:00,20,Sport Recife,1,0,Flamengo
2016-08-13 18:30:00,20,Ponte Preta,2,0,Figueirense
2016-08-14 11:00:00,20,Fluminense,1,0,América (MG)
2016-08-14 11:00:00,20,Grêmio,3,0,Corinthians
2016-08-14 16:00:00,20,Vitória,2,2,Santa Cruz
2016-08-14 16:00:00,20,Santos,3,0,Atlético Mineiro
2016-08-14 16:00:00,20,Cruzeiro,2,2,Coritiba
2016-08-14 16:15:00,20,São Paulo,0,1,Botafogo (RJ)
2016-08-14 18:30:00,20,Atl Paranaense,0,1,Palmeiras
2016-08-15 20:00:00,20,Chapecoense,1,0,Internacional
2016-08-19 21:30:00,21,América (MG),1,2,Chapecoense
2016-08-20 21:00:00,21,Botafogo (RJ),3,0,Sport Recife
2016-08-21 11:00:00,21,Atlético Mineiro,1,0,Atl Paranaense
2016-08-21 11:00:00,21,Flamengo,2,1,Grêmio
2016-08-21 16:00:00,21,Palmeiras,2,2,Ponte Preta
2016-08-21 16:00:00,21,Internacional,1,1,São Paulo
2016-08-21 16:00:00,21,Santa Cruz,0,1,Fluminense
2016-08-21 18:00:00,21,Coritiba,2,1,Santos
2016-08-21 18:30:00,21,Figueirense,1,2,Cruzeiro
2016-08-22 20:00:00,21,Corinthians,2,1,Vitória
2016-08-27 16:00:00,22,Ponte Preta,2,0,Corinthians
2016-08-28 11:00:00,22,Cruzeiro,2,0,Santa Cruz
2016-08-28 11:00:00,22,Santos,0,1,Figueirense
2016-08-28 16:00:00,22,Chapecoense,1,3,Flamengo
2016-08-28 16:00:00,22,São Paulo,0,0,Coritiba
2016-08-28 16:00:00,22,Fluminense,0,2,Palmeiras
2016-08-28 16:00:00,22,Grêmio,1,1,Atlético Mineiro
2016-08-28 18:30:00,22,Sport Recife,1,1,Internacional
2016-08-28 18:30:00,22,Vitória,2,1,América (MG)
2016-08-29 20:00:00,22,Atl Paranaense,1,0,Botafogo (RJ)
2016-09-03 16:00:00,18,Fluminense,3,2,Figueirense
2016-09-04 16:00:00,19,Botafogo (RJ),2,1,Grêmio
2016-09-07 16:00:00,23,Figueirense,1,0,Atl Paranaense
2016-09-07 16:00:00,23,Santa Cruz,2,2,Chapecoense
2016-09-07 16:00:00,23,Botafogo (RJ),1,0,Fluminense
2016-09-07 19:30:00,23,Atlético Mineiro,2,1,Vitória
2016-09-07 21:45:00,23,Palmeiras,2,1,São Paulo
2016-09-07 21:45:00,23,Coritiba,4,0,Grêmio
2016-09-07 21:45:00,23,Flamengo,2,1,Ponte Preta
2016-09-08 19:30:00,23,Corinthians,3,0,Sport Recife
2016-09-08 21:00:00,23,Internacional,2,1,Santos
2016-09-08 21:00:00,23,América (MG),0,2,Cruzeiro
2016-09-10 18:30:00,24,Vitória,1,2,Flamengo
2016-09-11 11:00:00,24,São Paulo,3,1,Figueirense
2016-09-11 11:00:00,24,Chapecoense,1,0,Coritiba
2016-09-11 16:00:00,24,Atl Paranaense,2,1,Internacional
2016-09-11 16:00:00,24,Cruzeiro,0,2,Botafogo (RJ)
2016-09-11 16:00:00,24,Sport Recife,5,3,Santa Cruz
2016-09-11 16:00:00,24,Santos,2,1,Corinthians
2016-09-11 18:30:00,24,Grêmio,0,0,Palmeiras
2016-09-11 18:30:00,24,Ponte Preta,1,1,América (MG)
2016-09-12 20:00:00,24,Fluminense,4,2,Atlético Mineiro
2016-09-14 19:30:00,25,Botafogo (RJ),0,1,Santos
2016-09-14 19:30:00,25,Figueirense,2,2,América (MG)
2016-09-14 21:00:00,25,Ponte Preta,3,0,Grêmio
2016-09-14 21:00:00,25,Santa Cruz,1,0,Atl Paranaense
2016-09-14 21:45:00,25,Coritiba,1,1,Corinthians
2016-09-14 21:45:00,25,Palmeiras,1,1,Flamengo
2016-09-15 19:30:00,25,Fluminense,1,2,Chapecoense
2016-09-15 19:30:00,25,Atlético Mineiro,1,0,Sport Recife
2016-09-15 21:00:00,25,São Paulo,1,0,Cruzeiro
2016-09-15 21:00:00,25,Internacional,0,1,Vitória
2016-09-17 16:00:00,26,Corinthians,0,2,Palmeiras
2016-09-18 11:00:00,26,Flamengo,2,0,Figueirense
2016-09-18 16:00:00,26,Chapecoense,2,2,Ponte Preta
2016-09-18 16:00:00,26,Atl Paranaense,1,0,São Paulo
2016-09-18 16:00:00,26,Cruzeiro,1,1,Atlético Mineiro
2016-09-18 16:00:00,26,Grêmio,0,1,Fluminense
2016-09-18 16:00:00,26,Sport Recife,0,1,Coritiba
2016-09-18 18:30:00,26,Santos,3,2,Santa Cruz
2016-09-18 18:30:00,26,Vitória,0,1,Botafogo (RJ)
2016-09-19 20:00:00,26,América (MG),1,0,Internacional
2016-09-24 16:00:00,27,Palmeiras,2,1,Coritiba
2016-09-24 18:30:00,27,Sport Recife,1,0,Santos
2016-09-24 21:00:00,27,América (MG),1,0,Botafogo (RJ)
2016-09-25 11:00:00,27,Figueirense,3,1,Santa Cruz
2016-09-25 11:00:00,27,Atl Paranaense,3,0,Ponte Preta
2016-09-25 16:00:00,27,Vitória,2,0,São Paulo
2016-09-25 16:00:00,27,Grêmio,1,0,Chapecoense
2016-09-25 16:00:00,27,Corinthians,0,1,Fluminense
2016-09-25 16:00:00,27,Flamengo,2,1,Cruzeiro
2016-09-25 18:30:00,27,Atlético Mineiro,3,1,Internacional
2016-10-01 11:00:00,28,Fluminense,3,1,Sport Recife
2016-10-01 16:00:00,28,Chapecoense,1,4,Vitória
2016-10-01 16:00:00,28,Santos,2,0,Atl Paranaense
2016-10-01 16:00:00,28,São Paulo,0,0,Flamengo
2016-10-01 16:30:00,28,Botafogo (RJ),2,0,Corinthians
2016-10-01 16:30:00,28,Ponte Preta,1,2,Atlético Mineiro
2016-10-01 18:30:00,28,Cruzeiro,1,0,Grêmio
2016-10-01 21:00:00,28,Internacional,1,0,Figueirense
2016-10-03 20:00:00,28,Santa Cruz,2,3,Palmeiras
2016-10-03 21:00:00,28,Coritiba,3,0,América (MG)
2016-10-05 19:30:00,29,Vitória,0,1,Grêmio
2016-10-05 19:30:00,29,Atl Paranaense,3,1,Chapecoense
2016-10-05 21:00:00,29,Corinthians,0,0,Atlético Mineiro
2016-10-05 21:00:00,29,Santos,2,1,Fluminense
2016-10-05 21:45:00,29,Sport Recife,1,1,São Paulo
2016-10-06 19:30:00,29,Internacional,1,0,Coritiba
2016-10-08 21:00:00,29,Cruzeiro,2,0,Ponte Preta
2016-10-09 17:00:00,29,Flamengo,3,0,Santa Cruz
2016-10-09 17:00:00,29,Figueirense,0,1,Botafogo (RJ)
2016-10-09 17:00:00,29,América (MG),0,2,Palmeiras
2016-10-12 11:00:00,30,Chapecoense,3,0,Sport Recife
2016-10-12 19:30:00,30,Coritiba,0,0,Figueirense
2016-10-12 20:45:00,30,Santa Cruz,2,4,Corinthians
2016-10-12 21:45:00,30,Botafogo (RJ),1,0,Internacional
2016-10-13 19:30:00,30,Atlético Mineiro,3,0,América (MG)
2016-10-13 19:30:00,30,Ponte Preta,2,0,Vitória
2016-10-13 19:30:00,30,Palmeiras,0,0,Cruzeiro
2016-10-13 21:00:00,30,São Paulo,0,1,Santos
2016-10-13 21:00:00,30,Fluminense,1,2,Flamengo
2016-10-13 21:00:00,30,Grêmio,1,0,Atl Paranaense
2016-10-16 17:00:00,31,Internacional,2,1,Flamengo
2016-10-16 17:00:00,31,Atl Paranaense,2,0,Coritiba
2016-10-16 17:00:00,31,Cruzeiro,0,0,Chapecoense
2016-10-16 17:00:00,31,Botafogo (RJ),3,2,Atlético Mineiro
2016-10-16 17:00:00,31,Figueirense,1,2,Palmeiras
2016-10-16 18:30:00,31,Ponte Preta,3,0,Santa Cruz
2016-10-16 18:30:00,31,Corinthians,2,0,América (MG)
2016-10-16 18:30:00,31,Sport Recife,1,0,Vitória
2016-10-16 19:30:00,31,Santos,1,1,Grêmio
2016-10-17 20:00:00,31,Fluminense,1,2,São Paulo
2016-10-19 20:45:00,32,Santa Cruz,0,1,Botafogo (RJ)
2016-10-22 17:00:00,32,São Paulo,2,0,Ponte Preta
2016-10-23 16:00:00,32,Vitória,0,1,Cruzeiro
2016-10-23 17:00:00,32,Flamengo,2,2,Corinthians
2016-10-23 17:00:00,32,Palmeiras,2,1,Sport Recife
2016-10-23 17:00:00,32,Grêmio,0,0,Internacional
2016-10-23 18:30:00,32,Coritiba,1,1,Fluminense
2016-10-23 19:30:00,32,Atlético Mineiro,3,0,Figueirense
2016-10-23 19:30:00,32,Chapecoense,0,1,Santos
2016-10-24 20:00:00,32,América (MG),1,0,Atl Paranaense
2016-10-27 19:30:00,33,Sport Recife,1,0,Ponte Preta
2016-10-28 19:30:00,33,Fluminense,2,2,Vitória
2016-10-29 16:30:00,33,Corinthians,1,1,Chapecoense
2016-10-29 16:30:00,33,Atlético Mineiro,2,2,Flamengo
2016-10-29 16:30:00,33,Atl Paranaense,1,0,Cruzeiro
2016-10-29 18:30:00,33,Internacional,1,1,Santa Cruz
2016-10-29 18:30:00,33,Botafogo (RJ),0,0,Coritiba
2016-10-29 19:30:00,33,Santos,1,0,Palmeiras
2016-10-29 19:30:00,33,Figueirense,0,0,Grêmio
2016-10-31 20:00:00,33,América (MG),1,0,São Paulo
2016-11-05 17:00:00,34,Flamengo,0,0,Botafogo (RJ)
2016-11-05 19:30:00,34,São Paulo,4,0,Corinthians
2016-11-06 11:00:00,34,Ponte Preta,1,2,Santos
2016-11-06 16:00:00,34,Vitória,3,2,Atl Paranaense
2016-11-06 16:00:00,34,Santa Cruz,1,0,América (MG)
2016-11-06 17:00:00,34,Palmeiras,1,0,Internacional
2016-11-06 17:00:00,34,Cruzeiro,4,2,Fluminense
2016-11-06 19:30:00,34,Coritiba,2,0,Atlético Mineiro
2016-11-06 19:30:00,34,Chapecoense,1,0,Figueirense
2016-11-07 20:00:00,34,Grêmio,0,3,Sport Recife
2016-11-15 17:00:00,35,Fluminense,1,1,Atl Paranaense
2016-11-16 19:30:00,35,Botafogo (RJ),0,2,Chapecoense
2016-11-16 21:00:00,35,Coritiba,1,0,Santa Cruz
2016-11-16 20:45:00,35,Sport Recife,0,1,Cruzeiro
2016-11-16 21:45:00,35,Figueirense,1,1,Corinthians
2016-11-16 21:45:00,35,América (MG),0,1,Flamengo
2016-11-17 19:30:00,35,Santos,3,2,Vitória
2016-11-17 19:30:00,35,São Paulo,1,1,Grêmio
2016-11-17 21:00:00,35,Internacional,1,1,Ponte Preta
2016-11-17 21:00:00,35,Atlético Mineiro,1,1,Palmeiras
2016-11-20 16:00:00,36,Vitória,4,0,Figueirense
2016-11-20 17:00:00,36,Ponte Preta,1,0,Fluminense
2016-11-20 17:00:00,36,Palmeiras,1,0,Botafogo (RJ)
2016-11-20 17:00:00,36,Cruzeiro,2,2,Santos
2016-11-20 17:00:00,36,Atl Paranaense,2,0,Sport Recife
2016-11-20 17:00:00,36,Grêmio,3,0,América (MG)
2016-11-20 18:30:00,36,Santa Cruz,3,3,Atlético Mineiro
2016-11-20 19:30:00,36,Chapecoense,2,0,São Paulo
2016-11-20 19:30:00,36,Flamengo,2,2,Coritiba
2016-11-21 20:00:00,36,Corinthians,1,0,Internacional
2016-11-26 20:00:00,37,Botafogo (RJ),1,1,Ponte Preta
2016-11-26 20:00:00,37,América (MG),2,2,Sport Recife
2016-11-26 21:00:00,37,Corinthians,0,0,Atl Paranaense
2016-11-27 17:00:00,37,Palmeiras,1,0,Chapecoense
2016-11-27 17:00:00,37,Internacional,1,0,Cruzeiro
2016-11-27 17:00:00,37,Atlético Mineiro,1,2,São Paulo
2016-11-27 17:00:00,37,Flamengo,2,0,Santos
2016-11-27 18:30:00,37,Santa Cruz,5,1,Grêmio
2016-11-27 19:30:00,37,Figueirense,1,0,Fluminense
2016-11-28 20:00:00,37,Coritiba,0,1,Vitória
2016-12-11 16:00:00,38,Sport Recife,2,0,Figueirense
2016-12-11 16:00:00,38,Vitória,1,2,Palmeiras
2016-12-11 17:00:00,38,Grêmio,0,1,Botafogo (RJ)
2016-12-11 17:00:00,38,Cruzeiro,3,2,Corinthians
2016-12-11 17:00:00,38,Atl Paranaense,0,0,Flamengo
2016-12-11 17:00:00,38,Ponte Preta,2,0,Coritiba
2016-12-11 17:00:00,38,Fluminense,1,1,Internacional
2016-12-11 17:00:00,38,Santos,1,0,América (MG)
2016-12-11 17:00:00,38,São Paulo,5,0,Santa Cruz
2016-12-11 17:00:00,38,Chapecoense,0,0,Atlético Mineiro
